patch_id,tile,lon,lat,dominant_class,complexity,entropy
122,35MRT,854859.9999791873,-219060.00003029776,Built_Up_Area,moderate,0.9352019321223126
123,35MRT,839179.9999791873,-205620.00003029776,Built_Up_Area,moderate,1.0047230678955648
124,35MQU,790679.9999682134,-166080.00004559453,Built_Up_Area,moderate,0.860372900220824
125,35MRT,895179.9999791873,-236980.0000302978,Built_Up_Area,moderate,1.0906516137279305
126,35MRT,805579.9999791873,-232500.0000302978,Built_Up_Area,moderate,1.1964540875256062
127,35MQT,810839.9999618995,-250420.0000075382,Built_Up_Area,moderate,1.047029789907942
128,36MTC,881713.0706216183,-215315.10640709675,Built_Up_Area,moderate,1.1067582053017866
129,35MRU,803339.9999978954,-159360.00000391336,Built_Up_Area,moderate,0.9852666780468182
130,35MQU,781719.9999682134,-175040.00004559453,Built_Up_Area,moderate,1.1107472550802544
131,35MQT,806359.9999618995,-290740.0000075382,Built_Up_Area,moderate,1.003495596797402
132,36MTC,908593.0706216183,-251155.10640709678,Built_Up_Area,moderate,1.1450621174596585
133,35MRT,890699.9999791873,-214580.00003029776,Built_Up_Area,moderate,0.9458890847871034
134,35MQT,768279.9999618995,-228020.0000075382,Built_Up_Area,moderate,0.9226368990938466
135,35MQU,757079.9999682134,-188480.00004559453,Built_Up_Area,moderate,1.013701831506648
136,35MRT,850379.9999791873,-214580.00003029776,Built_Up_Area,moderate,0.6425614207758086
137,36MTC,883953.0706216183,-215315.10640709675,Built_Up_Area,moderate,1.0782279981093574
138,36MTC,888433.0706216183,-210835.10640709675,Built_Up_Area,moderate,0.9191985889392892
139,35MRT,857099.9999791873,-221300.0000302978,Built_Up_Area,moderate,0.6781722277288854
140,35MQT,736919.9999618995,-257140.0000075382,Built_Up_Area,moderate,1.1973068540239453
141,35MRT,845899.9999791873,-225780.0000302978,Built_Up_Area,moderate,0.6937163664646971
142,35MQU,779479.9999682134,-177280.00004559453,Built_Up_Area,moderate,0.986771991105349
143,35MRT,861579.9999791873,-221300.0000302978,Built_Up_Area,moderate,1.0274295224650296
144,35MRT,805579.9999791873,-230260.0000302978,Built_Up_Area,moderate,0.9314943369881219
145,35MRT,845899.9999791873,-205620.00003029776,Built_Up_Area,moderate,1.1514405205910185
146,35MRU,845899.9999978954,-206400.00000391336,Built_Up_Area,moderate,1.0810088305714551
147,35MRT,879499.9999791873,-214580.00003029776,Built_Up_Area,moderate,1.1869569158763735
148,35MRT,810059.9999791873,-248180.0000302978,Built_Up_Area,moderate,0.8967949942225092
149,35MRT,881739.9999791873,-216820.00003029776,Built_Up_Area,moderate,0.6036523144233847
150,35MRT,807819.9999791873,-259380.0000302978,Built_Up_Area,moderate,1.1261190033148858
151,35MQU,804119.9999682134,-159360.00004559453,Built_Up_Area,moderate,1.0734717053240919
152,35MRT,854859.9999791873,-245940.0000302978,Built_Up_Area,moderate,1.0464017891317732
153,35MQU,801879.9999682134,-157120.00004559453,Built_Up_Area,moderate,0.9747362553136723
154,35MRT,845899.9999791873,-223540.0000302978,Built_Up_Area,moderate,0.7242741825452248
155,35MQT,810839.9999618995,-248180.0000075382,Built_Up_Area,moderate,0.8718064896113801
156,35MRT,872779.9999791873,-216820.00003029776,Built_Up_Area,moderate,1.0594495714647958
157,35MRT,863819.9999791873,-210100.00003029776,Built_Up_Area,moderate,1.1493118743645532
158,35MRT,834699.9999791873,-219060.00003029776,Built_Up_Area,moderate,1.0674501266197396
159,35MQU,801879.9999682134,-159360.00004559453,Built_Up_Area,moderate,0.9702004744491688
160,35MRU,807819.9999978954,-152640.00000391336,Built_Up_Area,moderate,1.0449767909178131
161,35MQU,804119.9999682134,-152640.00004559453,Built_Up_Area,moderate,0.9765523708653459
162,35MRT,839179.9999791873,-214580.00003029776,Built_Up_Area,moderate,0.980190036259178
163,35MRU,805579.9999978954,-154880.00000391336,Built_Up_Area,moderate,0.979859538396699
164,35MQU,801879.9999682134,-150400.00004559453,Built_Up_Area,moderate,1.0850801325115844
165,35MRT,852619.9999791873,-216820.00003029776,Built_Up_Area,moderate,0.9959881731727332
166,35MRU,845899.9999978954,-208640.00000391336,Built_Up_Area,moderate,0.9517229298514747
167,35MQT,725719.9999618995,-263860.0000075382,Built_Up_Area,moderate,1.0549488799378683
168,35MRT,841419.9999791873,-219060.00003029776,Built_Up_Area,moderate,0.5998503958544237
169,35MQU,810839.9999682134,-181760.00004559453,Built_Up_Area,moderate,1.0669530974791155
170,35MRT,848139.9999791873,-221300.0000302978,Built_Up_Area,moderate,1.1563668033179229
171,35MRU,845899.9999978954,-204160.00000391336,Built_Up_Area,moderate,1.1160047056637712
172,35MRT,883979.9999791873,-216820.00003029776,Built_Up_Area,moderate,1.1797459301640476
173,36MTC,868273.0706216183,-230995.10640709678,Built_Up_Area,moderate,0.8199213154327951
174,35MQU,804119.9999682134,-148160.00004559453,Built_Up_Area,moderate,0.9308616821944201
175,35MRT,859339.9999791873,-214580.00003029776,Built_Up_Area,moderate,1.03202609567908
176,35MRT,832459.9999791873,-216820.00003029776,Built_Up_Area,moderate,1.0329124801960867
177,35MQU,783959.9999682134,-172800.00004559453,Built_Up_Area,moderate,1.0552318824767817
178,35MQT,768279.9999618995,-225780.0000075382,Built_Up_Area,moderate,0.9818014047374684
179,35MRT,843659.9999791873,-236980.0000302978,Built_Up_Area,moderate,0.5093814560956793
180,35MRT,839179.9999791873,-225780.0000302978,Built_Up_Area,moderate,0.899956258692302
181,35MRT,836939.9999791873,-223540.0000302978,Built_Up_Area,moderate,1.1362737054159648
182,35MRU,841419.9999978954,-204160.00000391336,Built_Up_Area,moderate,1.1685128346367522
183,35MRU,848139.9999978954,-208640.00000391336,Built_Up_Area,moderate,1.0836161313941377
184,35MRT,836939.9999791873,-205620.00003029776,Built_Up_Area,moderate,1.0155046087392254
185,35MQT,804119.9999618995,-288500.0000075382,Built_Up_Area,moderate,1.0538533274652415
186,35MQT,806359.9999618995,-281780.0000075382,Built_Up_Area,moderate,1.0145441861038245
187,35MRT,805579.9999791873,-261620.0000302978,Built_Up_Area,moderate,1.1979843310399003
188,35MRU,834699.9999978954,-206400.00000391336,Built_Up_Area,moderate,1.1391443040126614
189,35MRT,848139.9999791873,-230260.0000302978,Built_Up_Area,moderate,0.7321520769656426
190,35MQT,808599.9999618995,-259380.0000075382,Built_Up_Area,moderate,1.019797175692856
191,35MRT,861579.9999791873,-216820.00003029776,Built_Up_Area,moderate,1.1040409852874538
192,35MRT,810059.9999791873,-230260.0000302978,Built_Up_Area,moderate,1.0785468053983913
193,35MRU,839179.9999978954,-206400.00000391336,Built_Up_Area,moderate,0.9394599485860757
194,35MRT,848139.9999791873,-219060.00003029776,Built_Up_Area,moderate,0.9048375680733913
195,36MTC,890673.0706216183,-208595.10640709675,Built_Up_Area,moderate,1.0725260140319295
196,35MRU,879499.9999978954,-199680.00000391336,Built_Up_Area,moderate,0.9923361637429582
197,35MRT,807819.9999791873,-284020.0000302978,Built_Up_Area,moderate,1.1633500885007444
198,35MRT,803339.9999791873,-286260.0000302978,Built_Up_Area,moderate,1.1760768261579098
199,35MRT,841419.9999791873,-207860.00003029776,Built_Up_Area,moderate,0.8825421810852645
200,35MQU,806359.9999682134,-154880.00004559453,Built_Up_Area,moderate,1.044228205789368
201,35MRT,879499.9999791873,-210100.00003029776,Built_Up_Area,moderate,1.0760704606993994
202,35MRU,841419.9999978954,-206400.00000391336,Built_Up_Area,moderate,1.0551945830415683
203,35MRU,803339.9999978954,-148160.00000391336,Built_Up_Area,moderate,1.0029060666518435
204,36MTD,879902.7512296877,-209138.61745336922,Built_Up_Area,moderate,1.0199309847206057
205,36MTC,877233.0706216183,-213075.10640709675,Built_Up_Area,moderate,0.9681871531114669
206,35MRT,868299.9999791873,-230260.0000302978,Built_Up_Area,moderate,0.8217237803080255
207,35MRT,805579.9999791873,-286260.0000302978,Built_Up_Area,moderate,0.9952916828470801
208,35MQU,804119.9999682134,-150400.00004559453,Built_Up_Area,moderate,0.9747295739247197
209,35MRT,836939.9999791873,-207860.00003029776,Built_Up_Area,moderate,1.1129817124297208
210,35MQT,808599.9999618995,-230260.0000075382,Built_Up_Area,moderate,1.0822930795794157
211,35MRT,805579.9999791873,-288500.0000302978,Built_Up_Area,moderate,1.1825491821132894
212,35MRT,859339.9999791873,-221300.0000302978,Built_Up_Area,moderate,1.0290087480624919
213,36MTC,890673.0706216183,-210835.10640709675,Built_Up_Area,moderate,0.5766519454559037
214,35MRU,803339.9999978954,-152640.00000391336,Built_Up_Area,moderate,0.9663751844716061
215,35MRU,805579.9999978954,-152640.00000391336,Built_Up_Area,moderate,0.9131261513576174
216,35MRT,845899.9999791873,-203380.00003029776,Built_Up_Area,moderate,1.07863971472682
217,35MQU,792919.9999682134,-163840.00004559453,Built_Up_Area,moderate,1.034483124156424
218,35MRT,857099.9999791873,-219060.00003029776,Built_Up_Area,moderate,0.9520388783590117
219,36MTC,877233.0706216183,-215315.10640709675,Built_Up_Area,moderate,1.1159667714309398
220,35MQT,712279.9999618995,-275060.0000075382,Built_Up_Area,moderate,1.0491624113564795
221,35MQU,808599.9999682134,-150400.00004559453,Built_Up_Area,moderate,0.9692057119686497
222,35MRT,854859.9999791873,-243700.0000302978,Built_Up_Area,moderate,0.73491679065714
223,35MRT,848139.9999791873,-243700.0000302978,Built_Up_Area,moderate,0.729004859941132
224,35MRT,854859.9999791873,-221300.0000302978,Built_Up_Area,moderate,0.9152064463589226
225,35MRT,841419.9999791873,-223540.0000302978,Built_Up_Area,moderate,0.9973038326508901
226,35MRT,841419.9999791873,-236980.0000302978,Built_Up_Area,moderate,0.9314954988847782
227,35MRT,843659.9999791873,-212340.00003029776,Built_Up_Area,moderate,0.8137873479810926
228,35MRT,836939.9999791873,-210100.00003029776,Built_Up_Area,moderate,1.0239835849911723
229,35MRU,841419.9999978954,-208640.00000391336,Built_Up_Area,moderate,0.8637568527067481
230,35MRT,823499.9999791873,-214580.00003029776,Built_Up_Area,moderate,1.0194565998941119
231,36MTC,872753.0706216183,-217555.10640709675,Built_Up_Area,moderate,1.060260934222816
232,35MRU,870539.9999978954,-143680.00000391336,Built_Up_Area,moderate,1.0899533132606911
233,35MRT,845899.9999791873,-236980.0000302978,Built_Up_Area,moderate,0.9522081914164479
234,36MTD,891102.7512296877,-209138.61745336922,Built_Up_Area,moderate,0.7905974587692227
235,35MQT,808599.9999618995,-234740.0000075382,Built_Up_Area,moderate,1.1560618438197225
236,35MRU,803339.9999978954,-150400.00000391336,Built_Up_Area,moderate,0.9243041780819499
237,35MRT,810059.9999791873,-245940.0000302978,Built_Up_Area,moderate,1.1663124481763147
238,35MRT,841419.9999791873,-214580.00003029776,Built_Up_Area,moderate,0.5905228742967876
239,35MQT,806359.9999618995,-259380.0000075382,Built_Up_Area,moderate,1.1617507358881507
240,35MRT,839179.9999791873,-221300.0000302978,Built_Up_Area,moderate,0.6209559504099997
241,35MRT,888459.9999791873,-210100.00003029776,Built_Up_Area,moderate,0.8753639797208631
242,35MRT,841419.9999791873,-225780.0000302978,Built_Up_Area,moderate,0.7006598592477608
243,35MQT,707799.9999618995,-277300.0000075382,Built_Up_Area,complex,1.442400303685704
244,35MQU,808599.9999682134,-152640.00004559453,Built_Up_Area,complex,1.3700656899749786
245,35MQT,714519.9999618995,-272820.0000075382,Built_Up_Area,complex,1.3165980899052943
246,35MPT,708639.9999501455,-279539.9999929683,Built_Up_Area,complex,1.2378918814145798
247,35MRT,810059.9999791873,-232500.0000302978,Built_Up_Area,complex,1.3271396616254925
248,35MRT,832459.9999791873,-212340.00003029776,Built_Up_Area,complex,1.2373000721966756
249,35MRU,845899.9999978954,-199680.00000391336,Built_Up_Area,complex,1.2062478114071147
250,35MRT,848139.9999791873,-198900.00003029776,Built_Up_Area,complex,1.3278069042480065
251,35MRT,841419.9999791873,-205620.00003029776,Built_Up_Area,complex,1.204083780434194
252,35MQT,808599.9999618995,-232500.0000075382,Built_Up_Area,complex,1.2128367930440214
253,35MRU,863819.9999978954,-208640.00000391336,Built_Up_Area,complex,1.2097236353040999
254,36MTC,883953.0706216183,-213075.10640709675,Built_Up_Area,complex,1.2038696654225884
255,35MQT,804119.9999618995,-292980.0000075382,Built_Up_Area,complex,1.2984114735444314
256,35MQT,716759.9999618995,-290740.0000075382,Built_Up_Area,complex,1.2689448533946859
257,35MRU,821259.9999978954,-177280.00000391336,Built_Up_Area,complex,1.202717197544793
258,35MQU,761559.9999682134,-188480.00004559453,Built_Up_Area,complex,1.2665944771424291
259,35MQT,714519.9999618995,-275060.0000075382,Built_Up_Area,complex,1.261458595330333
260,35MQT,710039.9999618995,-277300.0000075382,Built_Up_Area,complex,1.585370144044753
261,35MQU,792919.9999682134,-168320.00004559453,Built_Up_Area,complex,1.272166656360851
262,35MQT,804119.9999618995,-259380.0000075382,Built_Up_Area,complex,1.3679162537175762
263,35MQU,752599.9999682134,-190720.00004559453,Built_Up_Area,complex,1.259714630588458
264,35MRT,805579.9999791873,-234740.0000302978,Built_Up_Area,complex,1.3303291187336848
265,35MRT,805579.9999791873,-248180.0000302978,Built_Up_Area,complex,1.2190219168654244
266,35MQT,795159.9999618995,-279540.0000075382,Built_Up_Area,complex,1.3608486112559117
267,35MRU,843659.9999978954,-201920.00000391336,Built_Up_Area,complex,1.3871941937941517
268,35MRT,859339.9999791873,-239220.0000302978,Built_Up_Area,complex,1.221365183166419
269,35MQU,752599.9999682134,-188480.00004559453,Built_Up_Area,complex,1.2530303182682936
270,35MQT,712279.9999618995,-272820.0000075382,Built_Up_Area,complex,1.3283441225667878
271,35MRU,843659.9999978954,-206400.00000391336,Built_Up_Area,complex,1.2149526926554621
272,35MRT,810059.9999791873,-234740.0000302978,Built_Up_Area,complex,1.2993765992592858
273,36MTC,913073.0706216183,-253395.10640709678,Built_Up_Area,complex,1.3714711169363933
274,35MRT,836939.9999791873,-214580.00003029776,Built_Up_Area,complex,1.2332595487204951
275,36MTD,870942.7512296876,-141938.61745336925,Built_Up_Area,complex,1.3129010974539455
276,35MQT,804119.9999618995,-290740.0000075382,Built_Up_Area,complex,1.223464921282819
277,35MRU,843659.9999978954,-204160.00000391336,Built_Up_Area,complex,1.2720853696678123
278,35MQT,806359.9999618995,-248180.0000075382,Built_Up_Area,complex,1.232176094646145
279,35MRT,807819.9999791873,-261620.0000302978,Built_Up_Area,complex,1.2050790119032007
280,35MQT,725719.9999618995,-284020.0000075382,Built_Up_Area,complex,1.2736873700707947
281,35MRT,881739.9999791873,-214580.00003029776,Built_Up_Area,complex,1.2035278860234833
282,35MQT,707799.9999618995,-279540.0000075382,Built_Up_Area,complex,1.3420712200825151
283,35MQT,801879.9999618995,-286260.0000075382,Built_Up_Area,complex,1.247121029610979
284,35MRT,805579.9999791873,-284020.0000302978,Built_Up_Area,complex,1.2963418094069328
285,35MQT,712279.9999618995,-270580.0000075382,Built_Up_Area,complex,1.3201751740073098
286,35MRU,839179.9999978954,-204160.00000391336,Built_Up_Area,complex,1.2647152963309978
287,35MQT,710039.9999618995,-275060.0000075382,Built_Up_Area,complex,1.2191868089460816
288,35MRT,803339.9999791873,-288500.0000302978,Built_Up_Area,complex,1.2318982688645628
289,36MTC,879473.0706216183,-206355.10640709675,Built_Up_Area,complex,1.2370118886468278
290,35MRT,908619.9999791873,-252660.0000302978,Built_Up_Area,complex,1.2200793782279213
291,35MRT,825739.9999791873,-252660.0000302978,Built_Up_Area,complex,1.202587335762225
292,36MTC,928753.0706216183,-255635.10640709678,Built_Up_Area,complex,1.3235778294816485
293,35MQT,781719.9999618995,-228020.0000075382,Built_Up_Area,complex,1.2065337147901911
294,35MQT,808599.9999618995,-245940.0000075382,Built_Up_Area,complex,1.237109519305746
295,35MRT,807819.9999791873,-281780.0000302978,Built_Up_Area,complex,1.3631952173181425
296,35MQT,806359.9999618995,-234740.0000075382,Built_Up_Area,complex,1.259458690920416
297,35MRT,834699.9999791873,-214580.00003029776,Built_Up_Area,complex,1.2840778835227458
298,35MQT,806359.9999618995,-284020.0000075382,Built_Up_Area,complex,1.2149842390703092
299,35MRT,807819.9999791873,-230260.0000302978,Built_Up_Area,complex,1.210562734680522
300,36MTC,879473.0706216183,-215315.10640709675,Built_Up_Area,complex,1.270197792097664
301,35MRU,805579.9999978954,-161600.00000391336,Built_Up_Area,complex,1.3671793744464424
302,35MQT,714519.9999618995,-268340.0000075382,Built_Up_Area,complex,1.2431374107842972
303,35MQU,759319.9999682134,-188480.00004559453,Built_Up_Area,complex,1.2268531068547999
304,36MTC,924273.0706216183,-248915.10640709678,Built_Up_Area,complex,1.3222206051255811
